PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,D.O.B,DRAFT_CLASS,YEARS_IN_LEAGUE
1629006,Josh Okogie,Rockets,Guard,'6-4,213,Nigeria,1998-09-01T00:00:00,2018,8
1630168,Onyeka Okongwu,Hawks,Forward-Center,'6-10,240,USA,2000-12-11T00:00:00,2020,6
1630171,Isaac Okoro,Bulls,Forward-Guard,'6-4,225,USA,2001-01-26T00:00:00,2020,6
1642439,Quincy Olivari,,Guard,'6-3,200,USA,2001-05-27T00:00:00,Undrafted,1
203482,Kelly Olynyk,Spurs,Forward-Center,'7-0,240,Canada,1991-04-19T00:00:00,2013,13
1626162,Kelly Oubre Jr.,76ers,Forward-Guard,'6-8,203,USA,1995-12-09T00:00:00,2015,11
101108,Chris Paul,Clippers,Guard,'6-0,175,USA,1985-05-06T00:00:00,2005,21
1626166,Cameron Payne,Knicks,Guard,'6-3,183,USA,1994-08-08T00:00:00,2015,10
203901,Elfrid Payton,Pelicans,Guard,'6-3,195,USA,1994-02-22T00:00:00,2014,11
1627780,Gary Payton II,Warriors,Guard,'6-2,195,USA,1992-12-01T00:00:00,Undrafted,10
1641809,Drew Peterson,Hornets,Forward,'6-8,205,USA,1999-11-09T00:00:00,Undrafted,3
1641763,Julian Phillips,Bulls,Forward,'6-6,198,USA,2003-11-05T00:00:00,2023,3
1629618,Jalen Pickett,Nuggets,Guard,'6-2,202,USA,1999-10-22T00:00:00,2023,3
1630590,Scotty Pippen Jr.,Grizzlies,Guard,'6-2,170,USA,2000-11-10T00:00:00,Undrafted,4
1631342,Daeqwon Plowden,Kings,Guard-Forward,'6-4,216,USA,1998-08-29T00:00:00,Undrafted,2
203486,Mason Plumlee,Hornets,Forward-Center,'7-0,254,USA,1990-03-05T00:00:00,2013,13
1641764,Brandin Podziemski,Warriors,Guard,'6-4,205,USA,2003-02-25T00:00:00,2023,3
1627751,Jakob Poeltl,Raptors,Center,'7-0,253,Austria,1995-10-15T00:00:00,2016,10
1629673,Jordan Poole,Pelicans,Guard,'6-4,194,USA,1999-06-19T00:00:00,2019,7
1641854,Craig Porter Jr.,Cavaliers,Guard,'6-1,180,USA,2000-02-26T00:00:00,Undrafted,3
1629645,Kevin Porter Jr.,Bucks,Guard-Forward,'6-5,203,USA,2000-05-04T00:00:00,2019,7
1629008,Michael Porter Jr.,Nets,Forward,'6-10,218,USA,1998-06-29T00:00:00,2018,8
1626171,Bobby Portis,Bucks,Forward,'6-9,250,USA,1995-02-10T00:00:00,2015,11
204001,Kristaps Porziņģis,Hawks,Forward-Center,'7-2,240,Latvia,1995-08-02T00:00:00,2015,11
1642366,Quinten Post,Warriors,Center,'7-0,238,Netherlands,2000-03-21T00:00:00,2024,2
1630695,Micah Potter,Jazz,Center,'6-9,248,USA,1998-04-06T00:00:00,Undrafted,4
203939,Dwight Powell,Mavericks,Forward-Center,'6-10,240,Canada,1991-07-20T00:00:00,2014,12
1626181,Norman Powell,Heat,Guard,'6-3,215,USA,1993-05-25T00:00:00,2015,11
1627752,Taurean Prince,Bucks,Forward,'6-6,218,USA,1994-03-22T00:00:00,2016,10
1630202,Payton Pritchard,Celtics,Guard,'6-1,195,USA,1998-01-28T00:00:00,2020,6
1641765,Olivier-Maxence Prosper,Grizzlies,Forward,'6-7,230,Canada,2002-07-03T00:00:00,2023,3
1642389,Zyon Pullin,Grizzlies,Guard,'6-4,206,USA,2001-03-03T00:00:00,Undrafted,1
1630243,Trevelin Queen,Magic,Guard,'6-5,190,USA,1997-02-25T00:00:00,Undrafted,4
1629674,Neemias Queta,Celtics,Center,'7-0,248,Portugal,1999-07-13T00:00:00,2021,5
1630193,Immanuel Quickley,Raptors,Guard,'6-2,190,USA,1999-06-17T00:00:00,2020,6
1631311,Lester Quinones,Pelicans,Guard,'6-4,208,USA,2000-11-16T00:00:00,Undrafted,3
203944,Julius Randle,Timberwolves,Forward-Center,'6-9,250,USA,1994-11-29T00:00:00,2014,12
1641871,Duop Reath,Trail Blazers,Center,'6-9,245,South Sudan,1996-06-26T00:00:00,Undrafted,3
1630559,Austin Reaves,Lakers,Guard,'6-5,197,USA,1998-05-29T00:00:00,Undrafted,5
1629629,Cam Reddish,,Forward-Guard,'6-7,217,USA,1999-09-01T00:00:00,2019,6
1630194,Paul Reed,Pistons,Forward,'6-9,210,USA,1999-06-14T00:00:00,2020,6
1642024,Alex Reese,76ers,Forward-Center,'6-9,245,USA,1999-05-21T00:00:00,Undrafted,1
1641810,Antonio Reeves,Hornets,Guard,'6-5,205,USA,2000-11-20T00:00:00,2024,2
1629675,Naz Reid,Timberwolves,Center-Forward,'6-9,264,USA,1999-08-26T00:00:00,Undrafted,7
1631197,Jared Rhoden,Raptors,Guard,'6-5,210,USA,1999-08-27T00:00:00,Undrafted,3
1630208,Nick Richards,Suns,Center,'6-11,245,Jamaica,1997-11-29T00:00:00,2020,6
1626196,Josh Richardson,,Guard,'6-5,200,USA,1993-09-15T00:00:00,2015,10
1642258,Zaccharie Risacher,Hawks,Forward,'6-8,200,France,2005-04-08T00:00:00,2024,2
1641857,Liam Robbins,,Center,'7-0,250,USA,1999-07-12T00:00:00,Undrafted,1
1629130,Duncan Robinson,Pistons,Forward,'6-7,215,USA,1994-04-22T00:00:00,Undrafted,8
1629011,Mitchell Robinson,Knicks,Center-Forward,'7-0,240,USA,1998-04-01T00:00:00,2018,8
1631115,Orlando Robinson,Magic,Center,'6-10,235,USA,2000-07-10T00:00:00,Undrafted,4
1630526,Jeremiah Robinson-Earl,Pacers,Forward,'6-9,240,USA,2000-11-03T00:00:00,2021,5
1631223,David Roddy,Rockets,Forward,'6-4,255,USA,2001-03-27T00:00:00,2022,3
1631157,Ryan Rollins,Bucks,Guard,'6-3,180,USA,2002-07-03T00:00:00,2022,4
1642050,Jackson Rowe,Warriors,Forward,'6-6,210,Canada,1997-01-04T00:00:00,Undrafted,2
1626179,Terry Rozier,Heat,Guard,'6-1,190,USA,1994-03-17T00:00:00,2015,11
1641712,Rayan Rupert,Trail Blazers,Guard-Forward,'6-7,205,France,2004-05-31T00:00:00,2023,3
1626156,D'Angelo Russell,Mavericks,Guard,'6-3,193,USA,1996-02-23T00:00:00,2015,11
1630346,Matt Ryan,,Forward,'6-6,215,USA,1997-04-17T00:00:00,Undrafted,4
1627734,Domantas Sabonis,Kings,Forward-Center,'6-10,240,Lithuania,1996-05-03T00:00:00,2016,10
1642275,Tidjane Salaün,Hornets,Forward,'6-10,207,France,2005-08-10T00:00:00,2024,2
1641766,Adama Sanogo,,Forward,'6-9,245,Mali,2002-02-12T00:00:00,Undrafted,2
1630611,Gui Santos,Warriors,Forward,'6-7,185,Brazil,2002-06-22T00:00:00,2022,3
1642259,Alex Sarr,Wizards,Center,'7-0,205,France,2005-04-26T00:00:00,2024,2
1631204,Marcus Sasser,Pistons,Guard,'6-1,195,USA,2000-09-21T00:00:00,2023,3
1631248,Baylor Scheierman,Celtics,Guard,'6-6,205,USA,2000-09-26T00:00:00,2024,2
203471,Dennis Schröder,Kings,Guard,'6-1,175,Germany,1993-09-15T00:00:00,2013,13
1630578,Alperen Sengun,Rockets,Center,'6-11,243,Turkey,2002-07-25T00:00:00,2021,5
1641729,Brice Sensabaugh,Jazz,Forward,'6-6,235,USA,2003-10-30T00:00:00,2023,3
1629012,Collin Sexton,Hornets,Guard,'6-3,190,USA,1999-01-04T00:00:00,2018,8
1629013,Landry Shamet,Knicks,Guard,'6-5,190,USA,1997-03-13T00:00:00,2018,8
1630545,Terrence Shannon Jr.,Timberwolves,Guard-Forward,'6-6,215,USA,2000-07-30T00:00:00,2024,2
1630549,Day'Ron Sharpe,Nets,Center,'6-10,265,USA,2001-11-06T00:00:00,2021,5
1631101,Shaedon Sharpe,Trail Blazers,Guard,'6-5,210,Canada,2003-05-30T00:00:00,2022,4
1642347,Jamal Shead,Raptors,Guard,'6-1,200,USA,2002-07-24T00:00:00,2024,2
1641767,Ben Sheppard,Pacers,Guard,'6-6,190,USA,2001-07-16T00:00:00,2023,3
1642263,Reed Sheppard,Rockets,Guard,'6-2,185,USA,2004-06-24T00:00:00,2024,2
1627783,Pascal Siakam,Pacers,Forward,'6-8,245,Cameroon,1994-04-02T00:00:00,2016,10
1627732,Ben Simmons,Clippers,Guard-Forward,'6-10,240,Australia,1996-07-20T00:00:00,2016,9
1629014,Anfernee Simons,Celtics,Guard,'6-3,200,USA,1999-06-08T00:00:00,2018,8
1642354,KJ Simpson,Hornets,Guard,'6-2,189,USA,2002-08-08T00:00:00,2024,2
1631301,Jaylen Sims,,Guard,'6-6,210,USA,1998-12-11T00:00:00,Undrafted,1
1630579,Jericho Sims,Bucks,Center,'6-10,250,USA,1998-10-20T00:00:00,2021,5
203935,Marcus Smart,Lakers,Guard,'6-3,220,USA,1994-03-06T00:00:00,2014,12
1630696,Dru Smith,Heat,Guard,'6-2,203,USA,1997-12-30T00:00:00,Undrafted,4
1630188,Jalen Smith,Bulls,Forward-Center,'6-8,215,USA,2000-03-16T00:00:00,2020,6
1642449,Tolu Smith,Pistons,Forward,'6-11,,USA,2000-07-26T00:00:00,Undrafted,2
1641890,Tyler Smith,Bucks,Forward,'6-9,224,USA,2004-11-02T00:00:00,2024,2
1631095,Jabari Smith Jr.,Rockets,Forward,'6-11,220,USA,2003-05-13T00:00:00,2022,4
1641733,Nick Smith Jr.,Lakers,Guard,'6-2,185,USA,2004-04-18T00:00:00,2023,3
1631110,Jeremy Sochan,Spurs,Forward,'6-8,230,Poland,2003-05-20T00:00:00,2022,4
1642285,Cam Spencer,Grizzlies,Guard,'6-3,205,USA,2000-04-06T00:00:00,2024,2
1630311,Pat Spencer,Warriors,Guard,'6-2,205,USA,1996-07-04T00:00:00,Undrafted,3
1630531,Jaden Springer,Jazz,Guard,'6-4,202,USA,2002-09-25T00:00:00,2021,4
1641815,Isaiah Stevens,Kings,Guard,'5-11,185,USA,2000-11-01T00:00:00,Undrafted,2
1630205,Lamar Stevens,Grizzlies,Forward,'6-7,230,USA,1997-07-09T00:00:00,Undrafted,5
1630191,Isaiah Stewart,Pistons,Forward-Center,'6-8,250,USA,2001-05-22T00:00:00,2020,6
1631124,Julian Strawther,Nuggets,Guard,'6-6,205,USA,2002-04-18T00:00:00,2023,3
1629622,Max Strus,Cavaliers,Guard-Forward,'6-5,215,USA,1996-03-28T00:00:00,Undrafted,7
1630591,Jalen Suggs,Magic,Guard,'6-5,205,USA,2001-06-03T00:00:00,2021,5
1631306,Cole Swider,,Forward,'6-8,220,USA,1999-05-08T00:00:00,Undrafted,3
1630256,Jae'Sean Tate,Rockets,Forward,'6-4,230,USA,1995-10-28T00:00:00,Undrafted,6
1628369,Jayson Tatum,Celtics,Forward-Guard,'6-8,210,USA,1998-03-03T00:00:00,2017,9
1630678,Terry Taylor,,Forward,'6-4,230,USA,1999-09-23T00:00:00,Undrafted,4
202066,Garrett Temple,Raptors,Guard-Forward,'6-5,195,USA,1986-05-08T00:00:00,Undrafted,17
1631207,Dalen Terry,Bulls,Forward,'6-6,195,USA,2002-07-12T00:00:00,2022,4
1628464,Daniel Theis,,Forward-Center,'6-8,245,Germany,1992-04-04T00:00:00,Undrafted,8
1630560,Cam Thomas,Nets,Guard,'6-3,210,Japan,2001-10-13T00:00:00,2021,5
1641708,Amen Thompson,Rockets,Guard-Forward,'6-7,200,USA,2003-01-30T00:00:00,2023,3
1641709,Ausar Thompson,Pistons,Guard-Forward,'6-7,205,USA,2003-01-30T00:00:00,2023,3
202691,Klay Thompson,Mavericks,Guard,'6-5,220,USA,1990-02-08T00:00:00,2011,15
202684,Tristan Thompson,Cavaliers,Center-Forward,'6-9,254,Canada,1991-03-13T00:00:00,2011,14
1630550,JT Thor,Wizards,Forward,'6-9,203,USA,2002-08-26T00:00:00,2021,4
1629680,Matisse Thybulle,Trail Blazers,Guard-Forward,'6-5,202,USA,1997-03-04T00:00:00,2019,7
1630214,Xavier Tillman,Celtics,Forward,'6-8,245,USA,1999-01-12T00:00:00,2020,6
1631166,Drew Timme,Nets,Forward,'6-10,235,USA,2000-09-09T00:00:00,Undrafted,1
1641772,Nae'Qwan Tomlin,Cavaliers,Forward,'6-8,210,USA,2000-12-19T00:00:00,Undrafted,2
1631210,Jacob Toppin,Hawks,Forward,'6-9,200,USA,2000-05-08T00:00:00,Undrafted,3
1630167,Obi Toppin,Pacers,Forward,'6-9,220,USA,1998-03-04T00:00:00,2020,6
1626157,Karl-Anthony Towns,Knicks,Center-Forward,'7-0,248,USA,1995-11-15T00:00:00,2015,11
1642422,Armel Traore,,Forward,'6-9,245,France,2003-01-23T00:00:00,Undrafted,1
1631247,Luke Travers,Cavaliers,Forward,'6-6,207,Australia,2001-09-03T00:00:00,2022,2
1629018,Gary Trent Jr.,Bucks,Guard,'6-5,204,USA,1999-01-18T00:00:00,2018,8
1631131,Oscar Tshiebwe,Jazz,Forward-Center,'6-8,255,DRC,1999-11-27T00:00:00,Undrafted,3
200782,P.J. Tucker,Knicks,Forward,'6-5,245,USA,1985-05-05T00:00:00,2006,19
1626167,Myles Turner,Bucks,Center-Forward,'6-11,250,USA,1996-03-24T00:00:00,2015,11
1641816,Hunter Tyson,Nuggets,Forward,'6-8,215,USA,2000-06-13T00:00:00,2023,3
1642281,Jaylon Tyson,Cavaliers,Guard-Forward,'6-6,215,USA,2002-12-02T00:00:00,2024,2
1630649,Stanley Umude,Bucks,Guard,'6-6,210,USA,1999-04-12T00:00:00,Undrafted,3
202685,Jonas Valančiūnas,Nuggets,Center,'6-11,265,Lithuania,1992-05-06T00:00:00,2011,14
1627832,Fred VanVleet,Rockets,Guard,'6-0,197,USA,1994-02-25T00:00:00,Undrafted,10
1629020,Jarred Vanderbilt,Lakers,Forward,'6-8,214,USA,1999-04-03T00:00:00,2018,8
1630170,Devin Vassell,Spurs,Guard-Forward,'6-5,200,USA,2000-08-23T00:00:00,2020,6
1629216,Gabe Vincent,Lakers,Guard,'6-2,200,USA,1996-06-14T00:00:00,Undrafted,7
1641774,Tristan Vukcevic,Wizards,Forward,'7-0,220,Italy,2003-03-11T00:00:00,2023,3
202696,Nikola Vučević,Bulls,Center,'6-9,260,Montenegro,1990-10-24T00:00:00,2011,15
1629731,Dean Wade,Cavaliers,Forward-Center,'6-9,228,USA,1996-11-20T00:00:00,Undrafted,7
1630532,Franz Wagner,Magic,Forward,'6-10,220,Germany,2001-08-27T00:00:00,2021,5
1629021,Moritz Wagner,Magic,Forward-Center,'6-11,245,Germany,1997-04-26T00:00:00,2018,8
1631133,Jabari Walker,76ers,Forward,'6-7,237,USA,2002-07-30T00:00:00,2022,4
1641716,Jarace Walker,Pacers,Forward,'6-7,235,USA,2003-09-04T00:00:00,2023,3
1629022,Lonnie Walker IV,76ers,Guard-Forward,'6-4,204,USA,1998-12-14T00:00:00,2018,7
1641717,Cason Wallace,Thunder,Guard,'6-3,195,USA,2003-11-07T00:00:00,2023,3
1630811,Keaton Wallace,Hawks,Guard,'6-3,185,USA,1999-02-26T00:00:00,Undrafted,2
1641775,Jordan Walsh,Celtics,Guard,'6-6,205,USA,2004-03-03T00:00:00,2023,3
1642266,Ja'Kobe Walter,Raptors,Guard,'6-4,180,USA,2004-09-04T00:00:00,2024,2
1642276,Kel'el Ware,Heat,Center,'7-0,230,USA,2004-04-20T00:00:00,2024,2
1629023,P.J. Washington,Mavericks,Forward,'6-7,230,USA,1998-08-23T00:00:00,2019,7
1631102,TyTy Washington Jr.,Suns,Guard,'6-3,195,USA,2001-11-15T00:00:00,2022,3
1630322,Lindy Waters III,Spurs,Forward,'6-5,210,USA,1997-07-28T00:00:00,Undrafted,5
1630570,Trendon Watford,76ers,Guard-Forward,'6-8,237,USA,2000-11-09T00:00:00,Undrafted,5
1641817,Anton Watson,Knicks,Forward,'6-8,225,USA,2000-10-06T00:00:00,2024,1
1631212,Peyton Watson,Nuggets,Guard,'6-8,200,USA,2002-09-11T00:00:00,2022,4
1642377,Jaylen Wells,Grizzlies,Forward,'6-7,,USA,2003-08-26T00:00:00,2024,2
1641705,Victor Wembanyama,Spurs,Forward-Center,'7-4,235,France,2004-01-04T00:00:00,2023,3
1631104,Blake Wesley,Trail Blazers,Guard,'6-4,190,USA,2003-03-16T00:00:00,2022,4
201566,Russell Westbrook,Kings,Guard,'6-4,200,USA,1988-11-12T00:00:00,2008,18
1630762,Phillip Wheeler,,Forward,'6-8,185,USA,2002-04-23T00:00:00,Undrafted,1
1629632,Coby White,Bulls,Guard,'6-4,195,USA,2000-02-16T00:00:00,2019,7
1628401,Derrick White,Celtics,Guard,'6-4,190,USA,1994-07-02T00:00:00,2017,9
1641727,Dariq Whitehead,Nets,Guard-Forward,'6-6,220,USA,2004-08-01T00:00:00,2023,2
1641715,Cam Whitmore,Wizards,Forward,'6-6,230,USA,2004-07-08T00:00:00,2023,3
1630598,Aaron Wiggins,Thunder,Guard,'6-5,190,USA,1999-01-02T00:00:00,2021,5
203952,Andrew Wiggins,Heat,Forward,'6-6,197,Canada,1995-02-23T00:00:00,2014,12
1631214,Alondes Williams,,Guard,'6-4,210,USA,1999-06-19T00:00:00,Undrafted,3
1630314,Brandon Williams,Mavericks,Guard,'6-1,190,USA,1999-11-22T00:00:00,Undrafted,5
1642262,Cody Williams,Jazz,Forward,'6-8,190,USA,2004-11-20T00:00:00,2024,2
1629684,Grant Williams,Hornets,Forward,'6-7,236,USA,1998-11-30T00:00:00,2019,7
1631114,Jalen Williams,Thunder,Guard-Forward,'6-5,211,USA,2001-04-14T00:00:00,2022,4
1631119,Jaylin Williams,Thunder,Forward,'6-9,240,USA,2002-06-29T00:00:00,2022,4
1629026,Kenrich Williams,Thunder,Guard-Forward,'6-7,210,USA,1994-12-02T00:00:00,Undrafted,8
1631109,Mark Williams,Suns,Center,'7-1,240,USA,2001-12-16T00:00:00,2022,4
1631466,Nate Williams,Rockets,Guard,'6-5,205,USA,1999-02-12T00:00:00,Undrafted,3
1630172,Patrick Williams,Bulls,Forward,'6-6,215,USA,2001-08-26T00:00:00,2020,6
1630533,Ziaire Williams,Nets,Forward,'6-9,185,USA,2001-09-12T00:00:00,2021,5
1629057,Robert Williams III,Trail Blazers,Center-Forward,'6-9,249,USA,1997-10-17T00:00:00,2018,8
1631246,Vince Williams Jr.,Grizzlies,Guard,'6-4,205,USA,2000-08-30T00:00:00,2022,4
1629627,Zion Williamson,Pelicans,Forward,'6-6,284,USA,2000-07-06T00:00:00,2019,7
1630592,Jalen Wilson,Nets,Forward,'6-6,220,USA,2000-11-04T00:00:00,2023,3
1630164,James Wiseman,,Center,'6-11,240,USA,2001-03-31T00:00:00,2020,6
1631209,Isaiah Wong,,Guard,'6-3,185,USA,2001-01-28T00:00:00,2023,2
1626153,Delon Wright,Knicks,Guard,'6-5,185,USA,1992-04-26T00:00:00,2015,10
1627824,Guerschon Yabusele,Knicks,Forward,'6-7,265,France,1995-12-17T00:00:00,2016,10
1642443,Jahmir Young,Heat,Guard,'6-0,185,USA,2000-10-07T00:00:00,Undrafted,2
1629027,Trae Young,Hawks,Guard,'6-2,164,USA,1998-09-19T00:00:00,2018,8
1627826,Ivica Zubac,Clippers,Center,'7-0,240,Croatia,1997-03-18T00:00:00,2016,10
1641783,Tristan da Silva,Magic,Forward,'6-8,217,Germany,2001-05-15T00:00:00,2024,2
1628427,Vlatko Čančar,Nuggets,Forward,'6-8,236,Slovenia,1997-04-10T00:00:00,2017,6
203967,Dario Šarić,Kings,Forward-Center,'6-10,225,Croatia,1994-04-08T00:00:00,2014,10
